COMPONENT	COMPONENTDESC	COMPTYPE	RELEASE	BFUNCTION	BFUNCDESC	BFUNCCATEG	CURRSTAT	FUTURESTAT	BFCONFLICT	MSGTYPE	ADDONSTAT	ADDONCONFLICT	SUCCPRODUCT	SUCCSW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	606	ISR_RET_COMPENSATION	Trade, Compensation Management	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
EA-HR	SAP Enterprise Extension HR	Others	606	CA_CATS_CPR	CATS regular: cProject Details	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	FIN_TRAVEL_2	Travel Management 2	Enterprise BF / Enhancement Packages	ON	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_ASR_CI_2	HCM, Administrative Services 02	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_CE_PT	HCM, Time and Labor Mgmt for CE	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_ECM_CI_1	HCM, ECM	Enterprise BF / Enhancement Packages	ON	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_EIC_CI_2	HCM, Empl. Interaction Center 02	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_ESS_CE	HCM, ESS for CE/GE	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_ESS_CI_1	HCM, ESS for Personal Info.	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_1	HCM Localization Topics	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_2	HCM Topics for Russia	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_3	HCM Developments JP	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_4	HCM Public Sector Italy	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_5	Offcycle payment Spain	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_6	HCM: Public Sector SE	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_7	HCM Municipalities Norway	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LOC_CI_8	HCM TNM/LSO Integration	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_LSO_CI_2	HCM, Learning Solution 02	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_MSS_ERC_CI_1	HCM, MSS for SAP E-Recruiting	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_OSA_CI_1	HCM, Performance Management 01	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	HCM_TMC_CI_1	HCM, Core Procs in Talent Mgmt	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HR	SAP Enterprise Extension HR	Others	606	PSM_PBC_XPL	PSM, PBC: Extended Posting Logic	Enterprise BF / Enhancement Packages	OFF	DEF_STATE			Yes, retrofitted into S/4HANA product version	S		
EA-HRCCL	Sub component EA-HRCCL of EA-HR	Others	606	HCM_LOC_CI_16	HCM, Payroll for Chile	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	606	HCM_LOC_CI_30	HCM, Performance Mgmt for China	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	606	HCM_LOC_CI_38	HCM, Talent Management for China	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	606	HCM_LOC_CI_39	HCM, Performance Mgmt for China	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	606	HCM_LOC_CI_45	HCM, IT and Legal Rpt for CN	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCES	Sub component EA-HRCES of EA-HR	Others	606	HCM_LOC_CI_23	Massive IRPF Calculation Spain	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCFR	Sub component EA-HRCFR of EA-HR	Others	606	HCM_LOC_CI_10	HCM, Local Public Sector PT	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	606	HCM_LOC_CI_21	HCM Topics for India	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	606	HCM_LOC_CI_22	Alternate Financial Year	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	606	HCM_LOC_CI_32	HCM, Topics for India	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	606	HCM_LOC_CI_33	HCM Topics for India	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	606	HCM_LOC_CI_36	HCM, Localization for India	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCIT	Sub component EA-HRCIT of EA-HR	Others	606	HCM_LOC_CI_15	HCM, Local Public Sector Italy	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	606	HCM_LOC_CI_24	HCM, Japan Insurance Data Exchan	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	606	HCM_LOC_CI_25	HCM, ESS Work Schedule for Japan	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	606	HCM_LOC_CI_31	Child Care and Nursing Leave JP	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCMY	Sub component EA-HRCMY of EA-HR	Others	606	HCM_LOC_CI_35	MY ESS TP1 TP2 Development	Enterprise BF / Enhancement Packages	OFF		Not part of BF list	I		S		
EA-HRCRU	Sub component EA-HRCRU of EA-HR	Others	606	HCM_LOC_CI_14	HCM, Concurrent Employment RU	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCRU	Sub component EA-HRCRU of EA-HR	Others	606	HCM_LOC_CI_19	HCM, PY and TRV Topics for RU	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCTW	Sub component EA-HRCTW of EA-HR	Others	606	HCM_LOC_CI_37	HCM, Cross-Year Tax for Taiwan	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRCUN	Sub component EA-HRCUN of EA-HR	Others	606	HCM_LOC_CI_27	HCM Localization NPO Topics	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	FIN_SSC_TIC_1	FI-TV, Enablement for SSC	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	FIN_TRAVEL_3	Travel Management 3	Enterprise BF / Enhancement Packages	ON	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	FIN_TRAVEL_4	Travel Management 4	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	FIN_TRAVEL_LOC_1	FI-TV, Travel Mgmt for PL/RU/UA	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	FIN_TRAVEL_PLANNING_EXTERNAL	Third-party Travel Planning	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	FIN_TRAVEL_PLANNING_EXTERNAL_2	Third-party Travel Planning 2	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_ANALYTICS_2	HCM, Analytics ODP	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_ASR_CI_3	HCM, Administrative Services 03	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_ECM_CI_2	HCM, ECM 02	Enterprise BF / Enhancement Packages	ON	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_HAP_CI_1	HCM, Perform. Mgmt (Flexible) 01	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_HCP_CI_1	HCM, Personnel Cost Planning	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_HIRE_INT_CI_1	HCM, Hire Integration 1	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_LOC_CI_18	HCM Localization Topics	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_LOC_CI_20	HCM Localization NPO Topics	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_LSO_CI_3	HCM, Learning Solution 03	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_OSA_CI_2	HCM, Performance Management 02	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_OSA_CI_3	HCM, Perform. Mgmt (Predef.) 03	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_PD_UI_1	HCM, PD UI Visualization 01	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_PYO_CI_1	HCM, Payroll Outsouring	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_SSC_EIC_1	HCM, Integration with SCC	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_TMC_CI_2	HCM, Core Procs in Tal. Mgmt 02	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	HCM_TMC_CI_3	HCM, Core Procs in TalentMgmt 03	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	PRS_HCM_CPILS_1	HCM, CATS WD Lean Staffing	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	PSM_PBC_CI_1	PSM, Position Budgeting and Ctrl	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	606	PSM_PBC_MIXEDFUND	Funds-/Mixed Financing	Enterprise BF / Enhancement Packages	OFF	DEF_STATE						
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_ESS_WDA_1	Employee Self Services on WDA	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_ESS_WDA_2	HCM, ESS on Web Dynpro ABAP 2	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_11	HCM Localization Topics	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_12	HCM, Topics for India and Japan	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_13	HCM Topics for Japan	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_17	HCM, Pension IT/Parallelization	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_26	HCM, Localization for India	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_28	HCM, Localization for China	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_29	HCM XSS WDA Additions EHP6 SP01	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_LOC_CI_9	HCM, Topics for Spain and Italy	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_MOBILEINBOX_TT_1	HCM, Time & Travel Mgmt (Mobile)	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-HRRXX	Sub component EA-HRRXX of EA-HR	Others	606	HCM_SRV_CI_2	HCM, Enterprise Services 02	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	FIN_LOC_CI_10	FI, LO, Interest on Arrears	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	FIN_LOC_CI_5	FI&FM Public Sector Spain	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_ACC_SEIZURE	Seizure of Non-Pyrl Liabilities	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_ESOA_SDINT	PSM extensions for SD services	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FA_CASH	Cash-Basis Acc. & Cash Flow Rep.	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FA_CI	Fund Accounting	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FA_CI_2	Fund Accounting 2	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_BCS_AVC	PSM, BCS Availability Control	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_BCS_CI_1	PSM, Budget Control System	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_BCS_FMAA_DESCR	BCS FM account assignment texts	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_BCS_MBS	PSM, Multi-Level Budget Struct.	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_BCS_MBS_2	PSM, Multi-Level Budget Struc. 2	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_CI_2	PSM, Funds Management 2	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_CI_3	PSM, Funds Management 3	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_CI_4	PSM, Funds Management 4	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_LOC_CI_01	PSM, FM, Localization ES, EA-PS	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_LOC_CI_02	PSM, FM, Localization IT, EA-PS	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_LOC_CI_04	Invoice Split Spain	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_FM_REASSIGN	PSM, Reassignment w. FI-GL (New)	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_GM_GTE_CI_1	Grantee Management	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_GM_GTE_CI_2	PSM, Grantee Management 2	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_GOVPROC_JFMIP	PSM, Financial Integration EA-PS	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_GOVPROC_PA	PSM, Pricing Arrangement in PPS	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_GRANTOR_APAR	PSM, Grantor Integration (AP/AR)	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_GRANTOR_APAR_2	PSM, Enh. Feat. GM-GTR (AP/AR)	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_MM_MAA	PSM, MAA Final Acct Assignment	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_PPS_INTEGRATION	PSM, Addnl Functions in SAP PPS	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_BPN_1	Business Partner Network	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_CI_2	PSM, US Federal 2	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_CI_3	PSM, US Federal generic 3	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_DEBT_1	Debt Management	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_DEBT_RESCHEDULE	PSM, US Federal Debt Management	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_PEROP_1	Period of Performance	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_PPAP_1	PPA and Payments	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_PPAP_2	PSM, US Federal PPA and Payments	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_PPAP_3	US Federal - PPA and Payments 3	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_REIMB_1	Reimbursable Orders	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-PS	SAP Enterprise Extension Public Services	Others	606	PSM_USFED_SO_ADJ	PSM, US Fed - SO Adjustment prog	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	EA-RET	Retail	Enterprise Addons	ON							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_BONUS_BUY	Retail, Bonus Buy	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_CI	Retail, Contin.Improvements EA	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S				
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_CRM_INTEG	Retail, MD Integration in CRM 02	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_DSD	Retail, Direct Store Delivery	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S				
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_DSD_2	Retail, Direct Store Delivery 2	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_ENH_MAT_SEARCH	Retail, MM Enh. Mat. Search	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_GDS	Retail, Global Data Synchron.	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_INDIA_LOC	Retail, Localization for IN	Enterprise BF / Enhancement Packages	OFF	OFF	Pass - No Impact	S				
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_INSTORE_FPD	Retail, Instore Food Production	Enterprise BF / Enhancement Packages	OFF	OFF	Pass - No Impact	S				
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_INSTORE_FPD_2	Retail, Instore Food Prod. 2	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_MAP_IF	Retail, MAP Interface	Enterprise BF / Enhancement Packages	OFF	OFF	Pass - No Impact	S				
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_MAP_IF2	Retail, MAP Interface 2	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_OUTBOUND_DMF	Retail, Expt Retail Data to PMR	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_PERISH_PROCUREMENT	Retail, Perishables Procure EA	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_POS_INTEG	Retail, POS Integration	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_PROMO	Retail, ERP Inbound Promotions	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_PROMO_2	Retail, Inbound Promotions 2	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_RMA	Retail, Method of Accounting	Enterprise BF / Enhancement Packages	OFF	OFF	Pass - No Impact	S				
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_RMA_2	Retail, Method of Accounting 2	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_RMA_3	Retail, RMA Cost Allocations	Enterprise BF / Enhancement Packages	OFF							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_STORE_2	Retail, Store & Multichannel 2	Enterprise BF / Enhancement Packages	ON							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_STORE_3	Retail, Store & Multichannel 3	Enterprise BF / Enhancement Packages	ON							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_STORE_4	Retail, In-Store MIM	Enterprise BF / Enhancement Packages	ON							
EA-RETAIL	SAP Enterprise Extension Retail	Others	606	ISR_RETAIL_USABILITY	Retail, Usability EA	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W				
ECC-DIMP	DIMP	Industry Solutions	606	/SAPMP/GEN_CI_1	Mill, OrderToCash & Global Trade	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	/SAPMP/GEN_MILLFUNC	Mill Functions for Mining	Enterprise BF / Enhancement Packages	OFF		Not part of BF list	I		S		
ECC-DIMP	DIMP	Industry Solutions	606	/SAPMP/PP_CMTSBVAL	MTS with Ind. Batch Determ.	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	/SAPMP/USER_PROD	Mill Products, UI Harmonization	Industries Business Functions	OFF	ON	Warning	W		S		
